"","Mun_Code","rain_total","wind_max","track_min_dist","blue_ss_frac","blue_ls_frac","red_ls_frac","orange_ls_frac","yellow_ss_frac","red_ss_frac","orange_ss_frac","yellow_ls_frac","roof_strong_wall_strong","roof_strong_wall_light","roof_strong_wall_salv","roof_light_wall_strong","roof_light_wall_light","roof_light_wall_salv","roof_salv_wall_strong","roof_salv_wall_light","roof_salv_wall_salv","Municipality","region","island_groups","wind_blue_ss","wind_yellow_ss","wind_orange_ss","wind_red_ss","rain_blue_ls","rain_yellow_ls","rain_orange_ls","rain_red_ls","Cluster"
"862","PH060617000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,47.2645596021178,37.2693726937269,1.25140381838601,0.481309160917696,10.5406706240975,0.529440077009466,0.032087277394513,0.288785496550618,1.92523664367078,"Tibiao","Western Visayas","Visayas",0,0,0,0,0,0,0,0,4
"863","PH051736000",287.239285714286,51.2559064897042,1.07521135694684,0.08,0.26,0.04,0,0.23,0.08,0,0,52.1670744494932,10.0314575323314,0.0611674239776302,2.77001048584411,33.2576022369801,0.183502271932891,0.0524292205522544,0.200978678783642,0.253407899335897,"Tigaon","Bicol Region","Luzon",4.10047251917634,11.788858492632,0,4.10047251917634,74.6822142857144,0,0,11.4895714285714,1
"864","PH063045000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,48.962717979555,37.6277811184606,0.112748045700541,0.879434756464221,11.7558628983764,0.0526157546602525,0.007516536380036,0.0526157546602525,0.105231509320505,"Tigbauan","Western Visayas","Visayas",0,0,0,0,0,0,0,0,1
"865","PH051737000",287.239285714286,51.2559064897042,1.07521135694684,0.61,2.56,0.03,0,2.53,0.57,0.03,0,31.5658657829329,8.23228138886797,0.0225954658431874,8.09670859380884,51.6155758077879,0.135572795059125,0,0.0301272877909166,0.0903818633727498,"Tinambac","Bicol Region","Luzon",31.2661029587196,129.677443418952,1.53767719469113,29.2158666991314,735.332571428572,0,0,8.61717857142858,3
"866","PH041033000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,64.7015293537247,8.95411938825851,0.0740009866798224,2.39269856931426,23.2363098174642,0.148001973359645,0,0,0,"Tingloy","CALABARZON","Luzon",0,0,0,0,0,0,0,0,5
"867","PH142710000",287.239285714286,51.2559064897042,1.07521135694684,0.05,2.43,2.43,0,0,0,0,0.05,52.7939949958299,41.7570197386711,0.194606616624965,0,4.28134556574923,0.278009452321379,0.0278009452321378,0.0278009452321378,0.111203780928552,"Tinoc","Cordillera Administrative Region","Luzon",2.56279532448521,0,0,0,697.991464285715,14.3619642857143,0,697.991464285715,1
"868","PH050518000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,64.8838268792711,9.00227790432802,0.0364464692482915,4.80182232346241,20.8473804100228,0.0546697038724373,0.0182232346241457,0.0637813211845102,0.218678815489749,"Tiwi","Bicol Region","Luzon",0,0,0,0,0,0,0,0,5
"869","PH060607000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,36.5292146291709,40.0845111467288,0.0145708873670406,0.990820340958764,22.1331779105348,0,0,0.0291417747340813,0,"Tobias Fornier","Western Visayas","Visayas",0,0,0,0,0,0,0,0,1
"870","PH072251000",287.239285714286,51.2559064897042,1.07521135694684,4.3,3.21,0.67,0,2.53,4.29,0.01,0,59.1389050208542,30.7560318884959,0.517396124808616,0.300934480756032,7.40193231613959,0.150467240378016,0.256058286257325,0.72329866427327,0.335251570666807,"","Central Visayas","Visayas",220.400397905728,129.677443418952,0.512559064897042,219.887838840831,922.038107142858,0,0,192.450321428572,3
"871","PH083749000",287.239285714286,51.2559064897042,1.07521135694684,0,0.05,0.05,0,0,0,0,0,40.2623211446741,53.0206677265501,3.61685214626391,0.158982511923688,1.05325914149444,0.357710651828299,0.0794912559618442,0.119236883942766,0.715421303656598,"Tolosa","Eastern Visayas","Visayas",0,0,0,0,14.3619642857143,0,0,14.3619642857143,4
"872","PH086418000",287.239285714286,51.2559064897042,1.07521135694684,0.85,3.4,0,0,3.4,0.77,0,0.09,51.947339550192,41.8266593527153,0.137136588041689,0.301700493691717,5.34832693362589,0,0,0.0274273176083379,0,"Tomas Oppus","Eastern Visayas","Visayas",43.5675205162486,174.270082064994,0,39.4670479970722,976.613571428572,25.8515357142857,0,0,3
"873","PH133901000",287.239285714286,51.2559064897042,1.07521135694684,47.1,0.53,0,0,0.53,47.15,0.01,0,100,0,0,0,0,0,0,0,0,"","National Capital Region","Luzon",2414.15319566507,27.1656304395432,0.512559064897042,2416.71599098955,152.236821428572,0,0,0,2
"874","PH174006000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,62.8300510576222,21.2545587162655,0.0729394602479941,0.598103574033552,15.127644055434,0.0145878920495988,0.0145878920495988,0.0145878920495988,0.0291757840991976,"Torrijos","MIMAROPA Region","Luzon",0,0,0,0,0,0,0,0,5
"875","PH042122000",287.239285714286,51.2559064897042,1.07521135694684,0.03,0,0,0,0,0,0,0.03,93.8893123951822,4.17746607714591,0.277481323372465,0.0945266046653453,0.908675102912029,0.0243939624942826,0.0213447171824973,0.0609849062357066,0.222594907760329,"","CALABARZON","Luzon",1.53767719469113,0,0,0,0,8.61717857142858,0,0,5
"876","PH071244000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,56.2271864505767,17.1995911811943,0.0730033581544751,1.28485910351876,24.7043363994744,0.0730033581544751,0,0.014600671630895,0.20440940283253,"Trinidad","Central Visayas","Visayas",0,0,0,0,0,0,0,0,5
"877","PH141113000",287.239285714286,51.2559064897042,1.07521135694684,0,0.15,0.11,0.01,0.03,0,0,0,90.3353411849321,7.89355389732986,0.287692169378765,0.0179807605861727,0.359615211723456,0.0089903802930863,0.0089903802930863,0.0179807605861727,0.0719230423446911,"Tuba","Cordillera Administrative Region","Luzon",0,1.53767719469113,0,0,43.0858928571429,0,2.87239285714286,31.5963214285715,5
"878","PH168507000",287.239285714286,51.2559064897042,1.07521135694684,3.39,3.88,0.81,0,3.07,3.23,0,0.16,38.7166938553562,35.8890701468189,0,1.1963023382273,23.9804241435563,0.108754758020663,0,0,0,"Tubajon","Caraga","Mindanao",173.757523000097,157.355632923392,0,165.556577961745,1114.48842857143,45.9582857142858,0,232.663821428572,3
"879","PH013320000",287.239285714286,51.2559064897042,1.07521135694684,0,1.37,0,0,1.37,0,0,0,79.2686754551161,15.8976773383553,0.423728813559322,0.156936597614564,2.54237288135593,0,0.0156936597614563,0.109855618330195,0.0784682988072818,"Tubao","Ilocos Region","Luzon",0,70.2205918908948,0,0,393.517821428572,0,0,0,5
"880","PH141114000",287.239285714286,51.2559064897042,1.07521135694684,0.15,2.35,2.32,0.03,0,0,0,0.15,94.5770627919045,4.67047223663726,0.0518941359626362,0.0259470679813181,0.570835495588998,0,0,0,0.0518941359626362,"Tublay","Cordillera Administrative Region","Luzon",7.68838597345563,0,0,0,675.012321428572,43.0858928571429,8.61717857142858,666.395142857143,5
"881","PH063046000",287.239285714286,51.2559064897042,1.07521135694684,0,0.74,0.69,0.05,0,0,0,0,38.0785123966942,58.5537190082645,0.0619834710743801,0.0413223140495867,2.56198347107438,0,0,0,0,"Tubungan","Western Visayas","Visayas",0,0,0,0,212.557071428572,0,14.3619642857143,198.195107142857,1
"882","PH072252000",287.239285714286,51.2559064897042,1.07521135694684,0.06,0.48,0.48,0,0,0,0,0.06,32.9036997462268,37.0642446907974,0.120208361159343,0.948310404701482,28.1287565112862,0.0734606651529317,0,0.160277814879124,0.0934953920128222,"Tuburan","Central Visayas","Visayas",3.07535438938225,0,0,0,137.874857142857,17.2343571428572,0,137.874857142857,1
"883","PH072253000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,46.5360899528473,34.2401160681901,0.0725426187885382,0.83424011606819,18.0268407689518,0,0,0,0,"Tudela","Central Visayas","Visayas",0,0,0,0,0,0,0,0,1
"884","PH083750000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,65.8490566037736,27.3584905660377,0.817610062893082,0.691823899371069,4.15094339622642,0.125786163522012,0.0628930817610062,0.251572327044025,0.566037735849057,"Tunga","Eastern Visayas","Visayas",0,0,0,0,0,0,0,0,5
"885","PH041034000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,82.9778752242376,12.158660554116,0.169423958540961,1.55471397249352,2.72074945186366,0.0597966912497508,0,0.10962726729121,0.099661152082918,"Tuy","CALABARZON","Luzon",0,0,0,0,0,0,0,0,5
"886","PH071246000",287.239285714286,51.2559064897042,1.07521135694684,0,0.01,0.01,0,0,0,0,0,52.1897147010721,22.4544188018656,0.121146041553092,1.10242897813314,23.7022230298625,0.109031437397783,0.0121146041553092,0.0424011145435822,0.030286510388273,"Ubay","Central Visayas","Visayas",0,0,0,0,2.87239285714286,0,0,2.87239285714286,1
"887","PH015544000",287.239285714286,51.2559064897042,1.07521135694684,0,0.06,0.06,0,0,0,0,0,73.3733733733734,11.1405523170229,0.0765471353706647,1.33663074839545,13.3663074839545,0.0412176882765118,0.0058882411823588,0.0412176882765118,0.0706588941883059,"Umingan","Ilocos Region","Luzon",0,0,0,0,17.2343571428572,0,0,17.2343571428572,5
"888","PH045649000",287.239285714286,51.2559064897042,1.07521135694684,2.4,2.07,0,0,2.07,2.35,0,0.05,54.0667530784187,18.5029163966299,0.113415424497732,1.92806221646144,24.1412832145172,0.243033052495139,0.0324044069993519,0.113415424497732,0.0486066104990278,"Unisan","CALABARZON","Luzon",123.01417557529,106.099726433688,0,120.451380250805,594.585321428572,14.3619642857143,0,0,3
"889","PH015545000",287.239285714286,51.2559064897042,1.07521135694684,0,0.36,0,0,0.36,0,0,0,69.5430984833941,19.6678825110386,0.220771741217124,0.671913995008639,8.66769053561144,0.0287963140717988,0.0095987713572662,0.0575926281435976,0.0959877135726627,"Urbiztondo","Ilocos Region","Luzon",0,18.4521263362935,0,0,103.406142857143,0,0,0,5
"890","PH054121000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,28.8191434021155,23.0535807178776,0.364140801109762,2.1068146349922,40.3676088087394,0.728281602219525,0.0260100572221258,0.164730362406797,0.919022021848448,"Uson","Bicol Region","Luzon",0,0,0,0,0,0,0,0,1
"891","PH060618000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,37.0754035172248,53.0956396049145,0.0722717417489761,0.0481811611659841,8.88942423512407,0,0,0.024090580582992,0.0481811611659841,"Valderrama","Western Visayas","Visayas",0,0,0,0,0,0,0,0,1
"892","PH036917000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,84.369803791154,9.40472231459927,0.31260392417692,0.458929165281011,4.77552377785168,0.0931160625207848,0.033255736614566,0.106418357166611,0.113069504489524,"Victoria","Central Luzon","Luzon",0,0,0,0,0,0,0,0,5
"893","PH043430000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,87.3287010229685,10.7411696583671,0.135109052306504,0.0965064659332175,0.945763366145532,0,0.0096506465933217,0.038602586373287,0.193012931866435,"Victoria","CALABARZON","Luzon",0,0,0,0,0,0,0,0,5
"894","PH084823000",287.239285714286,51.2559064897042,1.07521135694684,6.25,1.8,0.12,0,1.68,6.25,0,0,43.4579439252336,19.5638629283489,0.186915887850467,3.61370716510903,32.4922118380062,0.311526479750779,0.0311526479750778,0.155763239875389,0.0311526479750778,"Victoria","Eastern Visayas","Visayas",320.349415560651,86.1099229027031,0,320.349415560651,517.030714285715,0,0,34.4687142857143,3
"895","PH175215000",287.239285714286,51.2559064897042,1.07521135694684,0,0.1,0.1,0,0,0,0,0,66.1061151079137,13.8039568345324,0.242805755395683,1.86151079136691,17.3920863309353,0.026978417266187,0,0.0449640287769784,0.026978417266187,"Victoria","MIMAROPA Region","Luzon",0,0,0,0,28.7239285714286,0,0,28.7239285714286,5
"896","PH052010000",287.239285714286,51.2559064897042,1.07521135694684,1.17,5.94,1.49,0,4.46,1.17,0,0,41.5006947660954,8.80037054191755,0.0926354793886058,7.82769800833719,40.3195924038907,0.32422417786012,0.0231588698471514,0.231588698471515,0.208429828624363,"Viga","Bicol Region","Luzon",59.9694105929539,228.601342944081,0,59.9694105929539,1706.20135714286,0,0,427.986535714286,3
"897","PH083751000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,37.7520787537035,57.6889993309758,1.0322087355443,0.105132371212845,2.11220491254898,0.0955748829207684,0.0764599063366147,0.238937207301921,0.305839625346459,"Villaba","Eastern Visayas","Visayas",0,0,0,0,0,0,0,0,1
"898","PH086021000",287.239285714286,51.2559064897042,1.07521135694684,0.06,0.06,0,0,0.06,0.06,0,0,32.7275786639744,35.2347299343766,0.925458522631668,0.94228504122497,28.4536429412754,0.656234225138819,0.016826518593303,0.21874474171294,0.302877334679455,"Villareal","Eastern Visayas","Visayas",3.07535438938225,3.07535438938225,0,3.07535438938225,17.2343571428572,0,0,0,1
"899","PH015547000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,80.4320557491289,13.4564459930314,0.209059233449477,0.383275261324042,4.70383275261324,0.0278745644599303,0,0.0348432055749128,0.0975609756097561,"Villasis","Ilocos Region","Luzon",0,0,0,0,0,0,0,0,5
"900","PH025014000",287.239285714286,51.2559064897042,1.07521135694684,0.09,0.06,0.06,0,0,0,0,0.09,73.7102951115116,22.3473755350304,0.202748366749268,0.0901103852218968,3.06375309754449,0.0225275963054742,0,0.0675827889164226,0.0225275963054742,"Villaverde","Cagayan Valley","Luzon",4.61303158407338,0,0,0,17.2343571428572,25.8515357142857,0,17.2343571428572,5
"901","PH051612000",287.239285714286,51.2559064897042,1.07521135694684,3.05,4.15,0,0,4.15,2.91,0.13,0,47.4252491694352,3.64410299003322,0.0311461794019933,12.1989202657807,36.1918604651163,0.28031561461794,0.0103820598006644,0.0311461794019933,0.103820598006645,"Vinzons","Bicol Region","Luzon",156.330514793598,212.712011932272,6.66326784366155,149.154687885039,1192.04303571429,0,0,0,3
"902","PH052011000",287.239285714286,51.2559064897042,1.07521135694684,10.8,1.05,0.42,0,0.63,10.84,0,0,66.051611177965,15.4231849177698,0.247359272630031,3.03516512902794,14.0326246824442,0.260730044123546,0.0200561572402727,0.113651557694879,0.0869100147078486,"Virac","Bicol Region","Luzon",553.563790088805,32.2912210885136,0,555.614026348394,301.60125,0,0,120.6405,5
"903","PH034932000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,79.9945365142961,11.9468220724822,0.0910580950646512,0.528136951374977,7.05700236751047,0.0546348570387907,0.0091058095064651,0.0455290475323256,0.100163904571116,"Zaragoza","Central Luzon","Luzon",0,0,0,0,0,0,0,0,5
"904","PH063047000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,55.2325581395349,32.4897400820793,0.256497948016416,0.341997264021888,11.1320109439124,0.0512995896032831,0.0170998632010943,0.0170998632010943,0.0170998632010943,"Zarraga","Western Visayas","Visayas",0,0,0,0,0,0,0,0,1
"905","PH086023000",287.239285714286,51.2559064897042,1.07521135694684,0,0.9,0.9,0,0,0,0,0,34.5432174715472,36.081205782836,0,1.78406644109505,27.3761919409412,0,0,0.09227929867733,0,"Zumarraga","Eastern Visayas","Visayas",0,0,0,0,258.515357142857,0,0,258.515357142857,1
"906","PH012801000",287.239285714286,51.2559064897042,1.07521135694684,0,4.08,4.08,0,0,0,0,0,60.8272506082725,36.4963503649635,0,0.24330900243309,2.4330900243309,0,0,0,0,"Adams","Ilocos Region","Luzon",0,0,0,0,1171.93628571429,0,0,1171.93628571429,3
"907","PH142708000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,37.4409617861743,56.3975955345642,0,0.107342206955775,5.98969514813225,0,0,0.021468441391155,0,"Aguinaldo","Cordillera Administrative Region","Luzon",0,0,0,0,0,0,0,0,1
"908","PH071201000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,58.8726513569937,32.1920668058455,0,0.417536534446764,7.76617954070981,0.0417536534446764,0,0,0.0417536534446764,"Alburquerque","Central Visayas","Visayas",0,0,0,0,0,0,0,0,5
"909","PH021502000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,71.5377059914875,25.417439703154,0.0763941940412528,0.152788388082506,2.46644112190331,0.0109134562916075,0.0109134562916075,0.0436538251664302,0.0109134562916075,"Alcala","Cagayan Valley","Luzon",0,0,0,0,0,0,0,0,5
"910","PH072201000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,47.4824355971897,46.9847775175644,1.22950819672131,0.117096018735363,3.13231850117096,0.0878220140515222,0,0.0292740046838407,0.0585480093676815,"Alcantara","Central Visayas","Visayas",0,0,0,0,0,0,0,0,1
"911","PH072202000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,44.9009754655631,36.0922258350576,0.295595625184747,1.03458468814662,16.2873189476796,0.0295595625184747,0.0295595625184747,0.650310375406444,0.177357375110848,"Alcoy","Central Visayas","Visayas",0,0,0,0,0,0,0,0,1
"912","PH072203000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,35.7214731334273,42.2016502314349,0.261622056751862,0.704367075870396,19.78265244516,0.0603743207888911,0.020124773596297,0.784866170255585,0.160998188770376,"Alegria","Central Visayas","Visayas",0,0,0,0,0,0,0,0,1
"913","PH166701000",287.239285714286,51.2559064897042,1.07521135694684,0.11,0.34,0.34,0,0,0,0,0.11,47.4426807760141,18.724279835391,0.0587889476778365,1.58730158730159,32.0987654320988,0.0881834215167548,0,0,0,"Alegria","Caraga","Mindanao",5.63814971386746,0,0,0,97.6613571428572,31.5963214285715,0,97.6613571428572,1
"914","PH142707000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,68.2263939478846,22.6393947884561,0.014009526478005,0.406276267862146,8.48977304567106,0,0,0,0.02801905295601,"Alfonso Lista","Cordillera Administrative Region","Luzon",0,0,0,0,0,0,0,0,5
"915","PH023101000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,81.7444339175746,14.4185220274751,0.532922785409758,0.236854571293226,1.97181430601611,0.0296068214116532,0.0177640928469919,0.0296068214116532,0.159876835622928,"Alicia","Cagayan Valley","Luzon",0,0,0,0,0,0,0,0,5
"916","PH071202000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,50.6967615309127,36.6633954857704,0.13738959764475,0.412168792934249,11.6781157998037,0.0196270853778213,0.0392541707556427,0.0392541707556427,0.0588812561334641,"Alicia","Central Visayas","Visayas",0,0,0,0,0,0,0,0,1
"917","PH021503000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,55.1559389515594,36.0849369608494,0.06635700066357,0.19907100199071,8.20172528201725,0.053085600530856,0,0.039814200398142,0.106171201061712,"Allacapan","Cagayan Valley","Luzon",0,0,0,0,0,0,0,0,1
"918","PH021504000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,61.3790504898267,32.4133383571967,0.122456669178598,0.226073850791258,5.22795779954785,0.0376789751318764,0,0,0.0282592313489073,"Amulung","Cagayan Valley","Luzon",0,0,0,0,0,0,0,0,5
"919","PH071203000",287.239285714286,51.2559064897042,1.07521135694684,1.66,2.17,0.21,0,1.97,1.66,0,0,60.8521970705726,25.4593874833555,0.85219707057257,1.03861517976032,10.6258322237017,0.266311584553928,0.0532623169107856,0.213049267643142,0.159786950732357,"Anda","Central Visayas","Visayas",85.084804772909,100.974135784717,0,85.084804772909,623.309250000001,0,0,60.32025,5
"920","PH023102000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,75.5745373195038,18.3750254220053,0.142363229611552,0.264388854992882,4.9725442342892,0,0,0.0101688021151108,0.0406752084604433,"Angadanan","Cagayan Valley","Luzon",0,0,0,0,0,0,0,0,5
"921","PH071204000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,58.4818861414606,36.4864864864865,0.0287521564117308,0,1.23634272570443,0,0,0,0,"Antequera","Central Visayas","Visayas",0,0,0,0,0,0,0,0,5
"922","PH072205000",287.239285714286,51.2559064897042,1.07521135694684,0.76,2.06,0.05,0,2.01,0.73,0,0.03,54.7685409597673,38.2876878332525,0.387784779447407,0.272661173048958,5.44716432380029,0.0484730974309258,0.0181774115365971,0.0848279205041202,0.163596703829375,"Argao","Central Visayas","Visayas",38.9544889321752,103.024372044305,0,37.4168117374841,591.712928571429,8.61717857142858,0,14.3619642857143,1
"923","PH023103000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,84.1000711406213,12.1176191605407,0.213421863884278,0.165994783021105,2.11050509841119,0.0118567702157932,0.0237135404315864,0.29641925539483,0.106710931942139,"Aurora","Cagayan Valley","Luzon",0,0,0,0,0,0,0,0,5
"924","PH012802000",287.239285714286,51.2559064897042,1.07521135694684,1.54,1.41,0,0,1.41,1.48,0.03,0.03,91.5381624983802,7.61954127251523,0.0907088246728003,0.0647920176234288,0.453544123364002,0,0.0129584035246857,0,0.0259168070493715,"Bacarra","Ilocos Region","Luzon",78.9340959941445,72.2708281504829,1.53767719469113,75.8587416047622,405.007392857143,8.61717857142858,0,0,5
"925","PH071205000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,65.718219366682,27.7879761358421,0.0458926112895823,0.298301973382285,5.64479118861863,0.0229463056447911,0,0.0458926112895823,0,"Baclayon","Central Visayas","Visayas",0,0,0,0,0,0,0,0,5
"926","PH166702000",287.239285714286,51.2559064897042,1.07521135694684,18.5,1.38,0.1,0,1.28,18.57,0,0,47.0212049814877,14.6751935375295,0,4.71221810838102,33.5577246718277,0.0336587007741501,0,0,0,"Bacuag","Caraga","Mindanao",948.234270059528,65.6075603068214,0,951.822183513807,396.390214285715,0,0,28.7239285714286,3
"927","PH072207000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,48.4878048780488,35.5243902439024,0.304878048780488,0.75609756097561,13.9756097560976,0.073170731707317,0.0365853658536585,0.170731707317073,0.109756097560976,"Badian","Central Visayas","Visayas",0,0,0,0,0,0,0,0,1
"928","PH012803000",287.239285714286,51.2559064897042,1.07521135694684,1.68,2.45,0.04,0,2.4,1.64,0,0.04,80.7826694619148,10.272536687631,0.0419287211740041,1.55136268343816,6.54088050314465,0.0279524807826694,0,0,0.0419287211740041,"Badoc","Ilocos Region","Luzon",86.1099229027031,123.01417557529,0,84.0596866431149,703.736250000001,11.4895714285714,0,11.4895714285714,5
"929","PH021506000",287.239285714286,51.2559064897042,1.07521135694684,0.01,0.23,0.21,0,0.02,0.01,0,0,62.1823462296442,33.668706565709,0.202261176226533,0.0777927600871278,3.35027486775231,0.0051861840058085,0.0051861840058085,0.0259309200290426,0.0207447360232341,"Baggao","Cagayan Valley","Luzon",0.512559064897042,1.02511812979408,0,0.512559064897042,66.0650357142858,0,0,60.32025,5
"930","PH143201000",287.239285714286,51.2559064897042,1.07521135694684,0,9.82,9.74,0,0.08,0,0,0,28.509343763581,67.6227727075185,0,0.0869187309865276,3.73750543242069,0,0,0.0434593654932638,0,"Balbalan","Cordillera Administrative Region","Luzon",0,4.10047251917634,0,0,2820.68978571429,0,0,2797.71064285715,3
"931","PH071206000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,60.2696078431373,36.7892156862745,0.269607843137255,0.0735294117647058,1.98529411764706,0.0490196078431372,0,0.0245098039215686,0.122549019607843,"Balilihan","Central Visayas","Visayas",0,0,0,0,0,0,0,0,5
"932","PH104303000",287.239285714286,51.2559064897042,1.07521135694684,1.73,2.8,0,0,2.8,1.73,0,0,41.5069103878734,51.4043691484619,0.534997770842621,0.222915737851092,5.39456085599643,0.133749442710655,0.0445831475702184,0,0,"Balingoan","Northern Mindanao","Mindanao",88.6727182271883,143.516538171172,0,88.6727182271883,804.270000000001,0,0,0,1
"933","PH021507000",287.239285714286,51.2559064897042,1.07521135694684,1.35,3.95,0,0,3.95,1.26,0.09,0,67.590618336887,13.1945315439609,0.0125423303649818,2.069484510222,16.9823153141854,0,0.0125423303649818,0,0,"Ballesteros","Cagayan Valley","Luzon",69.1954737611007,202.460830634332,4.61303158407338,64.5824421770273,1134.59517857143,0,0,0,3
"934","PH142701000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,62.9808917197452,31.0063694267516,0.0254777070063694,0.0254777070063694,5.17197452229299,0,0,0,0,"Banaue","Cordillera Administrative Region","Luzon",0,0,0,0,0,0,0,0,5
"935","PH012902000",287.239285714286,51.2559064897042,1.07521135694684,0.08,0,0,0,0,0,0,0.08,79.7752808988764,18.0337078651685,0,0,1.40449438202247,0.0561797752808988,0,0.112359550561798,0,"Banayoyo","Ilocos Region","Luzon",4.10047251917634,0,0,0,0,22.9791428571429,0,0,5
"936","PH140101000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,85.7791786409567,11.7641605636414,0.101974599054417,0.111245017150273,1.86335403726708,0.0185408361917122,0,0.0092704180958561,0.0185408361917122,"Bangued","Cordillera Administrative Region","Luzon",0,0,0,0,0,0,0,0,5
"937","PH012804000",287.239285714286,51.2559064897042,1.07521135694684,1.51,2.88,0.41,0,2.47,1.44,0,0.07,89.2190152801358,6.67798528579513,0.169779286926995,1.10356536502547,2.60328239954726,0.169779286926995,0,0,0,"Bangui","Ilocos Region","Luzon",77.3964187994533,126.602089029569,0,73.808505345174,827.249142857144,20.10675,0,117.768107142857,5
"938","PH012811000",287.239285714286,51.2559064897042,1.07521135694684,0.02,0.02,0.02,0,0,0,0,0.02,83.0581316444243,11.4001357159014,0.0226193168966297,0.407147704139335,4.93101108346528,0.0678579506898891,0,0.0226193168966297,0,"Banna","Ilocos Region","Luzon",1.02511812979408,0,0,0,5.74478571428572,5.74478571428572,0,5.74478571428572,5
"939","PH012903000",287.239285714286,51.2559064897042,1.07521135694684,0.02,1.94,0.23,0,1.71,0.02,0,0,92.8163900414938,6.0295643153527,0.181535269709544,0.0648340248962655,0.661307053941909,0,0,0.0129668049792531,0.0648340248962655,"Bantay","Ilocos Region","Luzon",1.02511812979408,87.6476000973942,0,1.02511812979408,557.244214285715,0,0,66.0650357142858,5
"940","PH144401000",287.239285714286,51.2559064897042,1.07521135694684,0,6.75,6.75,0,0,0,0,0,71.5126050420168,28.1512605042017,0,0,0.336134453781513,0,0,0,0,"Barlig","Cordillera Administrative Region","Luzon",0,0,0,0,1938.86517857143,0,0,1938.86517857143,3
"941","PH166801000",287.239285714286,51.2559064897042,1.07521135694684,0.27,2.63,0.05,0,2.57,0.21,0,0.05,29.5731995836093,54.0077600075707,0.11356108640106,0.236585596668875,15.7471373142803,0.0094634238667549,0.0094634238667549,0,0.0094634238667549,"Barobo","Caraga","Mindanao",13.8390947522201,131.72767967854,0,10.7637403628379,755.439321428572,14.3619642857143,0,14.3619642857143,1
"942","PH071207000",287.239285714286,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,56.1095505617977,42.8370786516854,0.140449438202247,0,0.807584269662921,0,0.0351123595505618,0,0.0702247191011236,"Batuan","Central Visayas","Visayas",0,0,0,0,0,0,0,0,1
"943","PH166802000",287.239285714286,51.2559064897042,1.07521135694684,26,4.19,0,0,4.19,26.01,0,0,26.4912280701754,12.7485380116959,0,4.3859649122807,56.374269005848,0,0,0,0,"Bayabas","Caraga","Mindanao",1332.65356873231,214.762248191861,0,1333.16612779721,1203.53260714286,0,0,0,2
