"","Mun_Code","rain_total","rain_max6h","rain_max24h","wind_max","track_min_dist","ls_risk_pct","ss_risk_pct","blue_ss_frac","blue_ls_frac","red_ls_frac","orange_ls_frac","yellow_ss_frac","red_ss_frac","orange_ss_frac","yellow_ls_frac","slope_mean","elev_mean","ruggedness_sd","ruggedness_mean","slope_sd","poverty_pct","has_coast","coast_length","housing_units","roof_strong_wall_strong","roof_strong_wall_light","roof_strong_wall_salv","roof_light_wall_strong","roof_light_wall_light","roof_light_wall_salv","roof_salv_wall_strong","roof_salv_wall_light","roof_salv_wall_salv","vulnerable_groups","pantawid_benef","damage_perc","Mun_Code_2","Unnamed..0","Municipality","X10.Digit.Code","Correspondence.Code","Income.Class","Population.2020.Census.","region","island_groups","wind_blue_ss","wind_yellow_ss","wind_orange_ss","wind_red_ss","rain_blue_ls","rain_yellow_ls","rain_orange_ls","rain_red_ls"
"1220","PH175305000",287.239285714286,1.37447916666667,0.718489583333333,51.2559064897042,1.07521135694684,1.81,2.68,0,0,0,0,0,0,0,0,5.67,105.57,32.27,28.74,6.9,9.52,1,179729,17923,23.0430173520058,19.2601684985772,0.0167382692629582,0.825754616972605,55.6268481838978,0.106009038665402,0,0.0446353847012218,0.0111588461753054,2.56267557110298,39.0838587290074,NA,175305000,551,"Bataraza",1705305000,175305000,"1st",85439,"MIMAROPA Region","Luzon",0,0,0,0,0,0,0,0
"1221","PH101301000",287.239285714286,12.9386363636364,4.79148936170213,51.2559064897042,1.07521135694684,0.13,0,0,0,0,0,0,0,0,0,12.31,731.37,61.22,65.14,11.52,6.74,0,0,7530,28.2337317397078,66.7330677290837,0.571049136786189,0.0398406374501992,3.42629482071713,0.0664010624169986,0,0.119521912350598,0.0796812749003984,5.11125349487418,29.5750332005312,0.610889774236388,101301000,1130,"Baungon",1001301000,101301000,"2nd",37111,"Northern Mindanao","Mindanao",0,0,0,0,0,0,0,0
"1222","PH153604000",287.239285714286,8.27083333333333,4.23882978723404,51.2559064897042,1.07521135694684,0.14,0,0,0,0,0,0,0,0,0,6.47,871.58,31.96,32.34,6.59,8.5,1,8465,2517,45.212554628526,49.5828367103695,0.0794596742153357,0.317838696861343,4.01271354787445,0,0.0397298371076678,0,0,7.13540580012518,77.7910210568137,NA,153604000,1383,"Bayang",1903604000,153604000,"5th",28023,"ARMM","Mindanao",0,0,0,0,0,0,0,0
"1223","PH097303000",287.239285714286,3.10357142857143,1.54924012158055,51.2559064897042,1.07521135694684,0.15,0.08,0,0,0,0,0,0,0,0,11.5,288.03,33.47,58.06,7.48,9.88,0,0,6908,24.1024898668211,52.8083381586566,0,0.173711638679792,22.7996525767226,0.0144759698899826,0,0.0144759698899826,0,4.1409901461701,46.8731905037638,NA,97303000,1089,"Bayog",907303000,97303000,"3rd*",34519,"Zamboanga Peninsula","Mindanao",0,0,0,0,0,0,0,0
"1224","PH153605000",287.239285714286,8.28333333333333,4.12127659574468,51.2559064897042,1.07521135694684,1.48,0,0,0,0,0,0,0,0,0,9.1,928.96,46.4,45.21,9.65,7.45,1,7234,2749,36.4132411786104,49.508912331757,1.12768279374318,0.0727537286285922,1.8552200800291,0,0,0,0.291014914514369,5.51655419176593,60.6402328119316,NA,153605000,1384,"Binidayan",1903605000,153605000,"4th",25965,"ARMM","Mindanao",0,0,0,0,0,0,0,0
"1225","PH104203000",287.239285714286,4.07083333333333,2.04734042553192,51.2559064897042,1.07521135694684,0.91,3.68,0,0,0,0,0,0,0,0,5.58,248.23,22.14,27.9,4.78,7.74,1,6068,7201,23.9688932092765,41.8414109151507,0.0277739202888487,0.833217608665463,32.9954173031523,0.0277739202888487,0,0.0138869601444243,0,5.67939403308085,32.9815303430079,NA,104203000,1179,"Bonifacio",1004203000,104203000,"4th",34558,"Northern Mindanao","Mindanao",0,0,0,0,0,0,0,0
"1226","PH112503000",287.239285714286,16.8342592592593,7.03333333333333,51.2559064897042,1.07521135694684,1.51,2.3,0,0,0,0,0,0,0,0,12.39,431.45,30.29,61.16,6.82,10.63,1,22856,3212,42.8082191780822,49.8754669987547,0.466998754669988,0.311332503113325,5.82191780821918,0.0311332503113325,0.0311332503113325,0.217932752179328,0.0311332503113325,2.77798300701884,41.8119551681196,92.7770859277709,112503000,1233,"Boston",1102503000,112503000,"3rd",14618,"Davao Region","Mindanao",0,0,0,0,0,0,0,0
"1227","PH112323000",287.239285714286,12.4083333333333,5.79574468085107,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,0,0,0.64,11.2,2.79,4.7,0.48,5.54,0,0,5367,49.5807713806596,37.1529718651015,0.167691447736165,0.298118129308739,11.9060927892677,0.0186323830817961,0,0.0558971492453884,0,1.05633802816901,30.5757406372275,NA,112323000,1220,"Braulio E. Dujali",1102323000,112323000,"4th",35729,"Davao Region","Mindanao",0,0,0,0,0,0,0,0
"1228","PH175306000",287.239285714286,2.60520833333333,1.38815104166667,51.2559064897042,1.07521135694684,1.48,8.98,0,0,0,0,0,0,0,0,12.45,382.26,63.45,62.92,12.65,8.03,1,58967,15383,28.1869596307612,23.5259702268738,0.162517064291751,1.04660989403887,46.473379704869,0.0325034128583501,0.01950204771501,0.0585061431450302,0.0390040954300201,2.5702835447615,33.7450432295391,NA,175306000,552,"Brooke's Point",1705306000,175306000,"1st",73994,"MIMAROPA Region","Luzon",0,0,0,0,0,0,0,0
"1229","PH153633000",287.239285714286,11.6,3.88191489361702,51.2559064897042,1.07521135694684,0,0,0,0,0,0,0,0,0,0,5.24,774,23.57,26.87,5.09,13.73,1,4727,1550,52.3870967741936,40.0645161290323,0,0.064516129032258,7.35483870967742,0,0,0,0.064516129032258,3.71357718536888,100,0.645161290322581,153633000,1410,"Buadiposo-Buntong",1903633000,153633000,"4th",18046,"ARMM","Mindanao",0,0,0,0,0,0,0,0
